Date,Vaccine_type,Doses_per_Day,OBJECTID
2021/08/02,Pfizer,2504,802
2021/08/03,AstraZeneca,2,803
2021/08/03,Janssen Inc.,2,804
2021/08/03,Moderna,1163,805
2021/08/03,None,1,806
2021/08/03,Pfizer,3198,807
2021/08/04,AstraZeneca,3,808
2021/08/04,Moderna,953,809
2021/08/04,Pfizer,2740,810
2021/08/05,AstraZeneca,2,811
2021/08/05,Moderna,925,812
2021/08/05,Pfizer,2451,813
2021/08/06,Janssen Inc.,6,814
2021/08/06,Moderna,1143,815
2021/08/06,Pfizer,3340,816
2021/08/07,AstraZeneca,2,817
2021/08/07,Moderna,990,818
2021/08/07,Pfizer,2144,819
2021/08/08,AstraZeneca,4,820
2021/08/08,Moderna,624,821
2021/08/08,Pfizer,1380,822
2021/08/09,AstraZeneca,1,823
2021/08/09,Moderna,934,824
2021/08/09,Pfizer,2143,825
2021/08/10,AstraZeneca,3,826
2021/08/10,Janssen Inc.,6,827
2021/08/10,Moderna,738,828
2021/08/10,Pfizer,1930,829
2021/08/11,AstraZeneca,2,830
2021/08/11,Moderna,913,831
2021/08/11,Pfizer,2343,832
2021/08/12,AstraZeneca,1,833
2021/08/12,Moderna,1309,834
2021/08/12,Pfizer,2822,835
2021/08/13,AstraZeneca,3,836
2021/08/13,Moderna,1262,837
2021/08/13,Pfizer,3040,838
2021/08/14,AstraZeneca,2,839
2021/08/14,Moderna,1194,840
2021/08/14,Pfizer,2226,841
2021/08/15,Moderna,943,842
2021/08/15,Pfizer,1870,843
2021/08/16,AstraZeneca,5,844
2021/08/16,Moderna,942,845
2021/08/16,Pfizer,2553,846
2021/08/17,AstraZeneca,1,847
2021/08/17,Moderna,767,848
2021/08/17,Pfizer,2464,849
2021/08/18,AstraZeneca,1,850
2021/08/18,Moderna,771,851
2021/08/18,Pfizer,2835,852
2021/08/19,AstraZeneca,2,853
2021/08/19,Janssen Inc.,3,854
2021/08/19,Moderna,663,855
2021/08/19,None,1,856
2021/08/19,Pfizer,2790,857
2021/08/20,Moderna,851,858
2021/08/20,Pfizer,2877,859
2021/08/21,Janssen Inc.,6,860
2021/08/21,Moderna,593,861
2021/08/21,None,1,862
2021/08/21,Pfizer,1845,863
2021/08/22,AstraZeneca,1,864
2021/08/22,Moderna,408,865
2021/08/22,Pfizer,1262,866
2021/08/23,AstraZeneca,2,867
2021/08/23,Janssen Inc.,4,868
2021/08/23,Moderna,562,869
2021/08/23,Pfizer,2159,870
2021/08/24,Moderna,423,871
2021/08/24,Pfizer,1946,872
2021/08/25,AstraZeneca,1,873
2021/08/25,Janssen Inc.,2,874
2021/08/25,Moderna,423,875
2021/08/25,Pfizer,1867,876
2021/08/26,Moderna,408,877
2021/08/26,None,1,878
2021/08/26,Pfizer,1931,879
2021/08/27,AstraZeneca,1,880
2021/08/27,Moderna,492,881
2021/08/27,Pfizer,2220,882
2021/08/28,Moderna,361,883
2021/08/28,Pfizer,1386,884
2021/08/29,Moderna,211,885
2021/08/29,Pfizer,1040,886
2021/08/30,AstraZeneca,4,887
2021/08/30,Janssen Inc.,2,888
2021/08/30,Moderna,442,889
2021/08/30,Pfizer,1969,890
2021/08/31,Moderna,432,891
2021/08/31,Pfizer,1690,892
2021/09/01,Moderna,688,893
2021/09/01,Pfizer,2134,894
2021/09/02,Janssen Inc.,6,895
2021/09/02,Moderna,710,896
2021/09/02,Pfizer,2518,897
2021/09/03,Moderna,588,898
2021/09/03,Pfizer,2889,899
2021/09/04,Moderna,444,900
2021/09/04,Pfizer,1819,901
2021/09/05,Moderna,365,902
2021/09/05,Pfizer,1177,903
2021/09/06,Moderna,318,904
2021/09/06,Pfizer,1349,905
2021/09/07,Janssen Inc.,2,906
2021/09/07,Moderna,566,907
2021/09/07,Pfizer,1838,908
2021/09/08,Moderna,561,909
2021/09/08,Pfizer,2240,910
2021/09/09,Moderna,500,911
2021/09/09,Pfizer,1633,912
2021/09/10,Janssen Inc.,2,913
2021/09/10,Moderna,578,914
2021/09/10,Pfizer,2069,915
2021/09/11,Moderna,283,916
2021/09/11,Pfizer,1401,917
2021/09/12,Moderna,148,918
2021/09/12,Pfizer,511,919
2021/09/13,Moderna,494,920
2021/09/13,Pfizer,1062,921
2021/09/14,Moderna,489,922
2021/09/14,Pfizer,1956,923
2021/09/15,Moderna,549,924
2021/09/15,Pfizer,2080,925
2021/09/16,Moderna,427,926
2021/09/16,Pfizer,2122,927
2021/09/17,Janssen Inc.,2,928
2021/09/17,Moderna,444,929
2021/09/17,Pfizer,2405,930
2021/09/18,Moderna,315,931
2021/09/18,Pfizer,1747,932
2021/09/19,Moderna,98,933
2021/09/19,Pfizer,480,934
2021/09/20,Moderna,294,935
2021/09/20,Pfizer,1169,936
2021/09/21,Moderna,586,937
2021/09/21,Pfizer,2184,938
2021/09/22,Moderna,542,939
2021/09/22,Pfizer,2088,940
2021/09/23,Moderna,596,941
2021/09/23,Pfizer,2071,942
